"ObsID","sampID","plotID","block","precip","clip","excl","date","cohort","survival","died","tot_germination","herb_lived","herb_died","tot_herbivory","granivory","res_surv","sim_surv","sim_fit_surv","pred_surv"
"48","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-02-16","2",3,3,6,0,3,3,0,1.14446474355266,0.73036121388711,1.14446474355266,1.85553525644734
"49","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-03-16","1",0,8,8,0,0,0,0,-1.50751465698962,0.298496136707719,-1.50751465698962,1.50751465698962
"50","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-03-16","2",3,3,6,0,3,3,0,1.14392509315451,0.689187390833162,1.14392509315451,1.85607490684549
"51","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-04-20","1",0,8,8,0,0,0,0,-1.49111547500541,0.277506093684817,-1.49111547500541,1.49111547500541
"52","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-04-20","2",3,3,6,0,3,3,0,1.160117618446,0.740681128514931,1.160117618446,1.839882381554
"53","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-05-18","1",0,8,8,0,0,0,0,-1.48695960666182,0.215943038518075,-1.48695960666182,1.48695960666182
"54","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-05-18","2",3,3,6,0,3,3,0,1.15923799748824,0.73500276878383,1.15923799748824,1.84076200251176
"55","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-06-15","1",0,8,8,0,0,0,0,-1.48285249614583,0.0521909180597868,-1.48285249614583,1.48285249614583
"56","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-06-15","2",3,3,6,0,3,3,0,1.15948656855624,0.72386323285941,1.15948656855624,1.84051343144376
"57","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-07-20","1",0,8,8,0,0,0,0,-1.48264385363332,0.0705372878180351,-1.48264385363332,1.48264385363332
"58","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-07-20","2",3,3,6,0,3,3,0,1.18502469817132,0.728207809387473,1.18502469817132,1.81497530182868
"59","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-07-31","3",0,0,0,0,0,0,0,-0.0206258677703605,0.140221224779729,-0.0206258677703605,0.0206258677703605
"60","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-08-01","3",0,0,0,0,0,0,0,-0.299785329111814,0.308968702331185,-0.299785329111814,0.299785329111814
"61","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-08-02","3",1,0,1,0,0,0,1,-1.75541061829892,0.372034693625756,-1.75541061829892,2.75541061829892
"62","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-08-03","3",1,0,1,0,1,1,8,-3.49040074687011,0.418199440439232,-3.49040074687011,4.49040074687011
"63","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-08-10","3",1,0,1,0,1,1,8,-0.143285830856493,0.451243698431877,-0.143285830856493,1.14328583085649
"64","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-08-16","2",3,3,6,0,3,3,0,1.23269804042672,0.684368543869816,1.23269804042672,1.76730195957328
"65","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-08-17","1",0,8,8,0,0,0,0,-1.44549781418343,0.113261403466109,-1.44549781418343,1.44549781418343
"66","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-08-17","3",1,0,1,0,1,1,8,0.114521503948418,0.431582003254443,0.114521503948418,0.885478496051582
"67","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-08-24","3",1,0,1,0,1,1,8,0.353306866990745,0.438036916508805,0.353306866990745,0.646693133009255
"68","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-08-31","3",1,0,1,0,1,1,8,0.561972019702644,0.448906279980671,0.561972019702644,0.438027980297356
"69","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-09-07","3",1,0,1,0,1,1,8,0.577175491434104,0.400153061657213,0.577175491434104,0.422824508565896
"70","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-09-14","3",1,0,1,0,1,1,8,0.57643215508625,0.532609620111063,0.57643215508625,0.42356784491375
"71","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-09-20","1",0,8,8,0,0,0,0,-1.44558050634049,0.352829661394469,-1.44558050634049,1.44558050634049
"72","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-09-20","2",3,3,6,0,3,3,0,1.22943611362613,0.696288283821195,1.22943611362613,1.77056388637387
"73","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-09-21","3",1,0,1,0,1,1,8,0.575390640798407,0.553681023998419,0.575390640798407,0.424609359201593
"74","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-09-28","3",1,0,1,0,1,1,8,0.574975579980368,0.431026753482409,0.574975579980368,0.425024420019632
"75","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-10-18","1",0,8,8,0,0,0,0,-1.43748721454476,0.130944997749757,-1.43748721454476,1.43748721454476
"76","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-10-18","2",3,3,6,0,3,3,0,1.22247121709777,0.715330361359753,1.22247121709777,1.77752878290223
"77","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-10-18","3",1,0,1,0,1,1,8,0.577656177676267,0.377388598117046,0.577656177676267,0.422343822323733
"78","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-11-17","1",0,8,8,0,0,0,0,-1.43754705788612,0.307956633538706,-1.43754705788612,1.43754705788612
"79","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-11-17","2",3,3,6,0,3,3,0,1.20837271875835,0.745903916780837,1.20837271875835,1.79162728124165
"80","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-11-17","3",1,0,1,0,1,1,8,0.577227818386873,0.490429807834327,0.577227818386873,0.422772181613127
"81","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-12-21","1",0,8,8,0,0,0,0,-1.43755526657068,0.220701471589506,-1.43755526657068,1.43755526657068
"82","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-12-21","2",3,3,6,0,3,3,0,1.20812250316727,0.697537721669301,1.20812250316727,1.79187749683273
"83","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2019-12-21","3",1,0,1,0,1,1,8,0.576938862768335,0.452333540034946,0.576938862768335,0.423061137231665
"84","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2020-01-18","1",0,8,8,0,0,0,0,-1.43730363641566,0.2671805370613,-1.43730363641566,1.43730363641566
"85","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2020-01-18","2",3,3,6,0,3,3,0,1.20908008588864,0.737764146758709,1.20908008588864,1.79091991411136
"86","1_Control_Clipped_Control","1_Control_Clipped","1","Control","Clipped","Control","2020-01-18","3",1,0,1,0,1,1,8,0.575975433398856,0.517866488243453,0.575975433398856,0.424024566601144
"87","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-07-15","1",0,0,0,0,0,0,0,-0.00953274301391984,0.185945007040165,-0.00953274301391984,0.00953274301391984
"88","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-07-16","1",0,0,0,0,0,0,0,-0.175965277248443,0.339557230982929,-0.175965277248443,0.175965277248443
"89","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-07-17","1",5,0,5,0,0,0,0,1.77611335798561,0.831901964563411,1.77611335798561,3.22388664201439
"90","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-07-18","1",6,0,6,0,0,0,0,2.16828514123849,0.851738523960114,2.16828514123849,3.83171485876151
"91","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-07-21","1",6,0,6,1,0,1,0,1.96086410804212,0.869655290939379,1.96086410804212,4.03913589195788
"92","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-07-28","1",6,0,6,2,0,2,0,1.96750767127803,0.864997374507133,1.96750767127803,4.03249232872197
"93","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-08-04","1",6,0,6,6,0,6,0,2.00130091503414,0.882296045496129,2.00130091503414,3.99869908496586
"94","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-08-11","1",6,0,6,6,0,6,0,2.06221226589777,0.86715434959461,2.06221226589777,3.93778773410223
"95","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-08-18","1",6,0,6,6,0,6,0,2.28095281392454,0.888872509820387,2.28095281392454,3.71904718607546
"96","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-08-25","1",1,5,6,1,0,1,0,-2.08340299277103,0.385465544030303,-2.08340299277103,3.08340299277103
"97","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-09-01","1",1,5,6,1,0,1,0,-1.92281921054305,0.437058967460413,-1.92281921054305,2.92281921054305
"98","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-09-08","1",1,5,6,1,0,1,0,-1.78253894740365,0.458313967426773,-1.78253894740365,2.78253894740365
"99","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-09-15","1",1,5,6,1,0,1,0,-1.47054746185283,0.563323279018281,-1.47054746185283,2.47054746185283
"100","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-09-22","1",0,6,6,0,0,0,0,-2.16296877251029,0.403110025150701,-2.16296877251029,2.16296877251029
"101","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-09-29","1",0,6,6,0,0,0,0,-1.9431213464363,0.358987105831504,-1.9431213464363,1.9431213464363
"102","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2017-11-17","1",0,6,6,0,0,0,0,-1.42793012705502,0.239238617044641,-1.42793012705502,1.42793012705502
"103","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-02-04","1",0,6,6,0,0,0,0,-1.32864745309681,0.391666000557365,-1.32864745309681,1.32864745309681
"104","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-03-02","1",0,6,6,0,0,0,0,-1.28696304625887,0.150015369430184,-1.28696304625887,1.28696304625887
"105","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-04-14","1",0,6,6,0,0,0,0,-1.27263096989955,0.327279903862625,-1.27263096989955,1.27263096989955
"106","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-05-12","1",0,6,6,0,0,0,0,-1.24593355625036,0.330319685043767,-1.24593355625036,1.24593355625036
"107","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-06-15","1",0,6,6,0,0,0,0,-1.05126791202464,0.278377148561645,-1.05126791202464,1.05126791202464
"108","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-07-10","2",0,0,0,0,0,0,0,-0.00639897473229395,0.0299619411639869,-0.00639897473229395,0.00639897473229395
"109","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-07-11","2",0,0,0,0,0,0,0,-0.0145286396353661,0.14741098670708,-0.0145286396353661,0.0145286396353661
"110","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-07-12","2",7,0,7,0,0,0,0,4.72227556320939,0.884982220465783,4.72227556320939,2.27772443679061
"111","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-07-13","2",8,0,8,0,0,0,0,5.16013179777716,0.896152122528059,5.16013179777716,2.83986820222284
"112","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-07-16","1",0,6,6,0,0,0,0,-0.919408879064048,0.0992973617196549,-0.919408879064048,0.919408879064048
"113","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-07-18","2",8,0,8,1,0,1,0,5.01011850903965,0.903298977712402,5.01011850903965,2.98988149096035
"114","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-07-26","2",6,2,8,1,0,1,0,3.22881638277708,0.83818801606819,3.22881638277708,2.77118361722292
"115","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-07-30","2",1,7,8,0,1,1,0,-0.458261510325822,0.595556938315509,-0.458261510325822,1.45826151032582
"116","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-08-13","2",1,7,8,0,1,1,0,-0.168644148341663,0.443202094822191,-0.168644148341663,1.16864414834166
"117","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-08-18","1",0,6,6,0,0,0,0,-0.900202603622712,0.384345865812153,-0.900202603622712,0.900202603622712
"118","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-08-20","2",1,7,8,0,1,1,0,-0.143919943546516,0.50744997019181,-0.143919943546516,1.14391994354652
"119","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-08-27","2",1,7,8,0,1,1,0,-0.15327673547952,0.435838554125046,-0.15327673547952,1.15327673547952
"120","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-09-03","2",1,7,8,0,1,1,0,-0.153775482524704,0.42753241563309,-0.153775482524704,1.1537754825247
"121","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-09-15","1",0,6,6,0,0,0,0,-0.895384772216982,0.111805077069439,-0.895384772216982,0.895384772216982
"122","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-09-17","2",1,7,8,0,1,1,0,-0.142707325125274,0.492509967541788,-0.142707325125274,1.14270732512527
"123","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-09-24","2",1,7,8,0,1,1,0,-0.110751424619977,0.470092326514889,-0.110751424619977,1.11075142461998
"124","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-10-01","2",1,7,8,0,1,1,0,-0.111205463258675,0.523321766251698,-0.111205463258675,1.11120546325868
"125","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-10-13","2",1,7,8,0,1,1,0,-0.111397695928,0.442776665753219,-0.111397695928,1.111397695928
"126","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-10-14","1",0,6,6,0,0,0,0,-0.893031411927934,0.0687721606225241,-0.893031411927934,0.893031411927934
"127","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-11-17","1",0,6,6,0,0,0,0,-0.890715679355118,0.00695492491079494,-0.890715679355118,0.890715679355118
"128","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-11-17","2",1,7,8,0,1,1,0,-0.107787501348659,0.554810781847918,-0.107787501348659,1.10778750134866
"129","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-12-15","1",0,6,6,0,0,0,0,-0.890708334579991,0.0233464766833931,-0.890708334579991,0.890708334579991
"130","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2018-12-15","2",1,7,8,0,1,1,0,-0.103071248555721,0.447424553633668,-0.103071248555721,1.10307124855572
"131","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-01-19","1",0,6,6,0,0,0,0,-0.890693509038265,0.342722983015236,-0.890693509038265,0.890693509038265
"132","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-01-19","2",1,7,8,0,1,1,0,-0.0869514070533546,0.597367286166875,-0.0869514070533546,1.08695140705335
"133","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-02-16","1",0,6,6,0,0,0,0,-0.88588761130793,0.0105040072607808,-0.88588761130793,0.88588761130793
"134","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-02-16","2",1,7,8,0,1,1,0,-0.0873460615225277,0.518211637953296,-0.0873460615225277,1.08734606152253
"135","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-03-16","1",0,6,6,0,0,0,0,-0.883444863057698,0.347452100945637,-0.883444863057698,0.883444863057698
"136","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-03-16","2",1,7,8,0,1,1,0,-0.0876507968000271,0.516772166305687,-0.0876507968000271,1.08765079680003
"137","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-04-20","1",0,6,6,0,0,0,0,-0.873834493423752,0.130724263548851,-0.873834493423752,0.873834493423752
"138","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-04-20","2",1,7,8,0,1,1,0,-0.078136632199147,0.485273894171231,-0.078136632199147,1.07813663219915
"139","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-05-18","1",0,6,6,0,0,0,0,-0.871399040791399,0.173619488794357,-0.871399040791399,0.871399040791399
"140","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-05-18","2",1,7,8,0,1,1,0,-0.0786259609941946,0.493910568790277,-0.0786259609941946,1.07862596099419
"141","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-06-15","1",0,6,6,0,0,0,0,-0.868992161580958,0.323451901341788,-0.868992161580958,0.868992161580958
"142","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-06-15","2",1,7,8,0,1,1,0,-0.0784245976764495,0.552404088684358,-0.0784245976764495,1.07842459767645
"143","1_Control_Clipped_Ants","1_Control_Clipped","1","Control","Clipped","Ants","2019-07-20","1",0,6,6,0,0,0,0,-0.868869891356229,0.317361383312149,-0.868869891356229,0.868869891356229
