"Date Time, GMT-07:00","Water Content, m³/m³ (SEN S/N: 20084300, LBL: West1)","Water Content, m³/m³ (SEN S/N: 20084302, LBL: East1)","Water Content, m³/m³ (SEN S/N: 20084303, LBL: East2)","Water Content, m³/m³ (SEN S/N: 20196321, LBL: West 2)"
18-06-02 14:44:22.0,0.0453,0.0344,0.0373,0.0410
18-06-02 14:54:22.0,0.0453,0.0344,0.0366,0.0410
18-06-02 15:04:22.0,0.0453,0.0344,0.0366,0.0417
18-06-02 15:14:22.0,0.0446,0.0344,0.0366,0.0410
18-06-02 15:24:22.0,0.0446,0.0337,0.0366,0.0417
18-06-02 15:34:22.0,0.0439,0.0337,0.0359,0.0417
18-06-02 15:44:22.0,0.0439,0.0337,0.0359,0.0417
18-06-02 15:54:22.0,0.0431,0.0337,0.0359,0.0410
18-06-02 16:04:22.0,0.0431,0.0330,0.0352,0.0395
18-06-02 16:14:22.0,0.0424,0.0330,0.0352,0.0395
18-06-02 16:24:22.0,0.0417,0.0322,0.0344,0.0388
18-06-02 16:34:22.0,0.0417,0.0330,0.0344,0.0388
18-06-02 16:44:22.0,0.0417,0.0308,0.0337,0.0381
18-06-02 16:54:22.0,0.0410,0.0308,0.0337,0.0381
18-06-02 17:04:22.0,0.0402,0.0301,0.0330,0.0381
18-06-02 17:14:22.0,0.0395,0.0301,0.0330,0.0373
18-06-02 17:24:22.0,0.0388,0.0293,0.0322,0.0359
18-06-02 17:34:22.0,0.0388,0.0301,0.0322,0.0352
18-06-02 17:44:22.0,0.0373,0.0293,0.0315,0.0344
18-06-02 17:54:22.0,0.0373,0.0293,0.0308,0.0330
18-06-02 18:04:22.0,0.0366,0.0279,0.0301,0.0330
18-06-02 18:14:22.0,0.0359,0.0257,0.0286,0.0322
18-06-02 18:24:22.0,0.0366,0.0257,0.0286,0.0322
18-06-02 18:34:22.0,0.0359,0.0250,0.0279,0.0315
18-06-02 18:44:22.0,0.0359,0.0250,0.0279,0.0315
18-06-02 18:54:22.0,0.0359,0.0243,0.0272,0.0308
18-06-02 19:04:22.0,0.0352,0.0250,0.0257,0.0301
18-06-02 19:14:22.0,0.0344,0.0228,0.0257,0.0301
18-06-02 19:24:22.0,0.0344,0.0221,0.0257,0.0293
18-06-02 19:34:22.0,0.0344,0.0221,0.0250,0.0293
18-06-02 19:44:22.0,0.0337,0.0214,0.0243,0.0286
18-06-02 19:54:22.0,0.0337,0.0221,0.0243,0.0279
18-06-02 20:04:22.0,0.0337,0.0214,0.0243,0.0279
18-06-02 20:14:22.0,0.0330,0.0214,0.0243,0.0279
18-06-02 20:24:22.0,0.0322,0.0206,0.0235,0.0279
18-06-02 20:34:22.0,0.0330,0.0199,0.0243,0.0279
18-06-02 20:44:22.0,0.0322,0.0199,0.0235,0.0272
18-06-02 20:54:22.0,0.0322,0.0199,0.0235,0.0272
18-06-02 21:04:22.0,0.0322,0.0192,0.0228,0.0272
18-06-02 21:14:22.0,0.0322,0.0192,0.0228,0.0272
18-06-02 21:24:22.0,0.0322,0.0184,0.0228,0.0264
18-06-02 21:34:22.0,0.0315,0.0184,0.0221,0.0264
18-06-02 21:44:22.0,0.0315,0.0184,0.0214,0.0264
18-06-02 21:54:22.0,0.0315,0.0177,0.0214,0.0264
18-06-02 22:04:22.0,0.0315,0.0184,0.0214,0.0264
18-06-02 22:14:22.0,0.0315,0.0184,0.0214,0.0257
18-06-02 22:24:22.0,0.0315,0.0177,0.0214,0.0257
18-06-02 22:34:22.0,0.0315,0.0184,0.0214,0.0257
18-06-02 22:44:22.0,0.0315,0.0177,0.0206,0.0257
18-06-02 22:54:22.0,0.0308,0.0170,0.0206,0.0250
18-06-02 23:04:22.0,0.0308,0.0170,0.0206,0.0250
18-06-02 23:14:22.0,0.0308,0.0170,0.0206,0.0250
18-06-02 23:24:22.0,0.0308,0.0170,0.0206,0.0250
18-06-02 23:34:22.0,0.0308,0.0170,0.0206,0.0250
18-06-02 23:44:22.0,0.0308,0.0163,0.0199,0.0250
18-06-02 23:54:22.0,0.0308,0.0163,0.0199,0.0250
18-06-03 00:04:22.0,0.0301,0.0170,0.0199,0.0250
18-06-03 00:14:22.0,0.0301,0.0163,0.0199,0.0250
18-06-03 00:24:22.0,0.0301,0.0163,0.0199,0.0250
18-06-03 00:34:22.0,0.0301,0.0163,0.0199,0.0250
18-06-03 00:44:22.0,0.0301,0.0163,0.0199,0.0250
18-06-03 00:54:22.0,0.0301,0.0163,0.0199,0.0250
18-06-03 01:04:22.0,0.0301,0.0155,0.0199,0.0243
18-06-03 01:14:22.0,0.0301,0.0163,0.0199,0.0243
18-06-03 01:24:22.0,0.0301,0.0155,0.0199,0.0243
18-06-03 01:34:22.0,0.0301,0.0155,0.0199,0.0243
18-06-03 01:44:22.0,0.0301,0.0155,0.0199,0.0243
18-06-03 01:54:22.0,0.0293,0.0155,0.0199,0.0243
18-06-03 02:04:22.0,0.0293,0.0148,0.0192,0.0243
18-06-03 02:14:22.0,0.0293,0.0148,0.0192,0.0235
18-06-03 02:24:22.0,0.0293,0.0148,0.0192,0.0243
18-06-03 02:34:22.0,0.0293,0.0148,0.0192,0.0235
18-06-03 02:44:22.0,0.0293,0.0141,0.0192,0.0235
18-06-03 02:54:22.0,0.0293,0.0155,0.0192,0.0235
18-06-03 03:04:22.0,0.0293,0.0155,0.0192,0.0235
18-06-03 03:14:22.0,0.0293,0.0155,0.0192,0.0235
18-06-03 03:24:22.0,0.0293,0.0155,0.0192,0.0235
18-06-03 03:34:22.0,0.0293,0.0148,0.0184,0.0235
18-06-03 03:44:22.0,0.0286,0.0148,0.0192,0.0235
18-06-03 03:54:22.0,0.0286,0.0148,0.0192,0.0235
18-06-03 04:04:22.0,0.0286,0.0148,0.0192,0.0235
18-06-03 04:14:22.0,0.0293,0.0148,0.0192,0.0235
18-06-03 04:24:22.0,0.0286,0.0148,0.0192,0.0235
18-06-03 04:34:22.0,0.0286,0.0141,0.0192,0.0235
18-06-03 04:44:22.0,0.0286,0.0141,0.0192,0.0243
18-06-03 04:54:22.0,0.0286,0.0141,0.0192,0.0235
18-06-03 05:04:22.0,0.0293,0.0141,0.0192,0.0235
18-06-03 05:14:22.0,0.0286,0.0148,0.0192,0.0228
18-06-03 05:24:22.0,0.0279,0.0141,0.0192,0.0235
18-06-03 05:34:22.0,0.0286,0.0141,0.0192,0.0228
18-06-03 05:44:22.0,0.0286,0.0141,0.0192,0.0235
18-06-03 05:54:22.0,0.0286,0.0141,0.0192,0.0235
18-06-03 06:04:22.0,0.0286,0.0141,0.0192,0.0235
18-06-03 06:14:22.0,0.0293,0.0148,0.0192,0.0243
18-06-03 06:24:22.0,0.0293,0.0141,0.0192,0.0243
18-06-03 06:34:22.0,0.0293,0.0148,0.0199,0.0243
18-06-03 06:44:22.0,0.0308,0.0148,0.0206,0.0250
18-06-03 06:54:22.0,0.0301,0.0155,0.0206,0.0250
18-06-03 07:04:22.0,0.0308,0.0163,0.0214,0.0257
18-06-03 07:14:22.0,0.0315,0.0170,0.0221,0.0257
18-06-03 07:24:22.0,0.0308,0.0155,0.0214,0.0257
18-06-03 07:34:22.0,0.0315,0.0170,0.0221,0.0257
18-06-03 07:44:22.0,0.0315,0.0170,0.0228,0.0264
18-06-03 07:54:22.0,0.0322,0.0177,0.0235,0.0272
18-06-03 08:04:22.0,0.0322,0.0177,0.0235,0.0272
18-06-03 08:14:22.0,0.0322,0.0184,0.0250,0.0272
18-06-03 08:24:22.0,0.0322,0.0192,0.0250,0.0279
18-06-03 08:34:22.0,0.0330,0.0206,0.0264,0.0279
18-06-03 08:44:22.0,0.0337,0.0206,0.0272,0.0279
18-06-03 08:54:22.0,0.0337,0.0221,0.0279,0.0286
18-06-03 09:04:22.0,0.0344,0.0221,0.0279,0.0286
18-06-03 09:14:22.0,0.0344,0.0235,0.0286,0.0293
18-06-03 09:24:22.0,0.0344,0.0250,0.0293,0.0293
18-06-03 09:34:22.0,0.0352,0.0243,0.0301,0.0293
18-06-03 09:44:22.0,0.0359,0.0257,0.0308,0.0301
18-06-03 09:54:22.0,0.0359,0.0257,0.0308,0.0308
18-06-03 10:04:22.0,0.0366,0.0264,0.0315,0.0308
18-06-03 10:14:22.0,0.0373,0.0272,0.0322,0.0315
18-06-03 10:24:22.0,0.0381,0.0279,0.0330,0.0315
18-06-03 10:34:22.0,0.0388,0.0286,0.0337,0.0322
18-06-03 10:44:22.0,0.0395,0.0293,0.0337,0.0330
18-06-03 10:54:22.0,0.0395,0.0293,0.0352,0.0330
18-06-03 11:04:22.0,0.0402,0.0301,0.0352,0.0337
18-06-03 11:14:22.0,0.0410,0.0308,0.0352,0.0337
18-06-03 11:24:22.0,0.0417,0.0315,0.0359,0.0344
18-06-03 11:34:22.0,0.0424,0.0315,0.0366,0.0344
18-06-03 11:44:22.0,0.0439,0.0322,0.0366,0.0344
18-06-03 11:54:22.0,0.0446,0.0330,0.0373,0.0352
18-06-03 12:04:22.0,0.0446,0.0330,0.0373,0.0352
18-06-03 12:14:22.0,0.0453,0.0337,0.0381,0.0359
18-06-03 12:24:22.0,0.0453,0.0337,0.0381,0.0359
18-06-03 12:34:22.0,0.0453,0.0337,0.0381,0.0359
18-06-03 12:44:22.0,0.0446,0.0352,0.0388,0.0359
18-06-03 12:54:22.0,0.0446,0.0352,0.0388,0.0366
18-06-03 13:04:22.0,0.0439,0.0352,0.0388,0.0366
18-06-03 13:14:22.0,0.0439,0.0352,0.0388,0.0373
18-06-03 13:24:22.0,0.0439,0.0352,0.0388,0.0381
18-06-03 13:34:22.0,0.0439,0.0359,0.0395,0.0395
18-06-03 13:44:22.0,0.0439,0.0359,0.0395,0.0402
18-06-03 13:54:22.0,0.0439,0.0359,0.0395,0.0402
18-06-03 14:04:22.0,0.0446,0.0366,0.0388,0.0402
18-06-03 14:14:22.0,0.0453,0.0359,0.0388,0.0402
18-06-03 14:24:22.0,0.0453,0.0359,0.0388,0.0410
18-06-03 14:34:22.0,0.0460,0.0359,0.0388,0.0410
18-06-03 14:44:22.0,0.0460,0.0359,0.0388,0.0410
18-06-03 14:54:22.0,0.0460,0.0359,0.0388,0.0417
18-06-03 15:04:22.0,0.0453,0.0359,0.0381,0.0417
18-06-03 15:14:22.0,0.0453,0.0359,0.0381,0.0417
18-06-03 15:24:22.0,0.0453,0.0359,0.0381,0.0417
18-06-03 15:34:22.0,0.0446,0.0359,0.0381,0.0424
18-06-03 15:44:22.0,0.0446,0.0352,0.0373,0.0417
18-06-03 15:54:22.0,0.0439,0.0352,0.0373,0.0417
18-06-03 16:04:22.0,0.0439,0.0352,0.0373,0.0410
18-06-03 16:14:22.0,0.0431,0.0344,0.0366,0.0402
18-06-03 16:24:22.0,0.0424,0.0344,0.0359,0.0402
18-06-03 16:34:22.0,0.0417,0.0337,0.0359,0.0395
18-06-03 16:44:22.0,0.0417,0.0330,0.0352,0.0395
18-06-03 16:54:22.0,0.0410,0.0330,0.0352,0.0388
18-06-03 17:04:22.0,0.0402,0.0322,0.0344,0.0381
18-06-03 17:14:22.0,0.0402,0.0315,0.0337,0.0373
18-06-03 17:24:22.0,0.0395,0.0315,0.0337,0.0366
18-06-03 17:34:22.0,0.0388,0.0301,0.0330,0.0359
18-06-03 17:44:22.0,0.0381,0.0293,0.0322,0.0352
18-06-03 17:54:22.0,0.0381,0.0286,0.0315,0.0344
18-06-03 18:04:22.0,0.0373,0.0293,0.0308,0.0330
18-06-03 18:14:22.0,0.0366,0.0264,0.0293,0.0330
18-06-03 18:24:22.0,0.0366,0.0257,0.0286,0.0322
18-06-03 18:34:22.0,0.0366,0.0257,0.0286,0.0322
18-06-03 18:44:22.0,0.0366,0.0250,0.0286,0.0315
18-06-03 18:54:22.0,0.0359,0.0250,0.0272,0.0308
18-06-03 19:04:22.0,0.0359,0.0250,0.0272,0.0308
18-06-03 19:14:22.0,0.0352,0.0243,0.0257,0.0301
18-06-03 19:24:22.0,0.0352,0.0235,0.0257,0.0293
18-06-03 19:34:22.0,0.0352,0.0228,0.0257,0.0293
18-06-03 19:44:22.0,0.0344,0.0221,0.0250,0.0286
18-06-03 19:54:22.0,0.0337,0.0214,0.0243,0.0286
18-06-03 20:04:22.0,0.0337,0.0214,0.0250,0.0279
18-06-03 20:14:22.0,0.0337,0.0214,0.0243,0.0279
18-06-03 20:24:22.0,0.0330,0.0214,0.0243,0.0279
18-06-03 20:34:22.0,0.0330,0.0214,0.0243,0.0279
18-06-03 20:44:22.0,0.0330,0.0206,0.0235,0.0272
18-06-03 20:54:22.0,0.0322,0.0199,0.0235,0.0272
18-06-03 21:04:22.0,0.0315,0.0192,0.0228,0.0272
18-06-03 21:14:22.0,0.0322,0.0192,0.0228,0.0264
18-06-03 21:24:22.0,0.0322,0.0184,0.0228,0.0264
18-06-03 21:34:22.0,0.0322,0.0184,0.0221,0.0264
18-06-03 21:44:22.0,0.0315,0.0177,0.0214,0.0264
18-06-03 21:54:22.0,0.0315,0.0177,0.0214,0.0264
18-06-03 22:04:22.0,0.0315,0.0177,0.0206,0.0257
18-06-03 22:14:22.0,0.0315,0.0184,0.0214,0.0257
18-06-03 22:24:22.0,0.0308,0.0184,0.0214,0.0257
18-06-03 22:34:22.0,0.0308,0.0177,0.0214,0.0257
18-06-03 22:44:22.0,0.0308,0.0177,0.0214,0.0257
18-06-03 22:54:22.0,0.0308,0.0170,0.0206,0.0257
18-06-03 23:04:22.0,0.0308,0.0177,0.0206,0.0257
18-06-03 23:14:22.0,0.0308,0.0177,0.0206,0.0250
18-06-03 23:24:22.0,0.0308,0.0170,0.0199,0.0250
18-06-03 23:34:22.0,0.0308,0.0163,0.0199,0.0250
18-06-03 23:44:22.0,0.0301,0.0163,0.0199,0.0250
18-06-03 23:54:22.0,0.0301,0.0170,0.0206,0.0250
18-06-04 00:04:22.0,0.0301,0.0163,0.0199,0.0243
18-06-04 00:14:22.0,0.0301,0.0163,0.0206,0.0243
18-06-04 00:24:22.0,0.0301,0.0163,0.0199,0.0243
18-06-04 00:34:22.0,0.0301,0.0155,0.0199,0.0243
18-06-04 00:44:22.0,0.0301,0.0163,0.0199,0.0243
18-06-04 00:54:22.0,0.0301,0.0155,0.0199,0.0243
18-06-04 01:04:22.0,0.0301,0.0155,0.0192,0.0243
18-06-04 01:14:22.0,0.0293,0.0155,0.0192,0.0243
18-06-04 01:24:22.0,0.0293,0.0148,0.0192,0.0243
18-06-04 01:34:22.0,0.0293,0.0155,0.0199,0.0243
18-06-04 01:44:22.0,0.0293,0.0155,0.0199,0.0243
18-06-04 01:54:22.0,0.0293,0.0155,0.0192,0.0243
18-06-04 02:04:22.0,0.0293,0.0148,0.0192,0.0243
18-06-04 02:14:22.0,0.0293,0.0148,0.0192,0.0243
18-06-04 02:24:22.0,0.0293,0.0148,0.0192,0.0243
18-06-04 02:34:22.0,0.0293,0.0148,0.0192,0.0243
18-06-04 02:44:22.0,0.0293,0.0148,0.0192,0.0235
18-06-04 02:54:22.0,0.0293,0.0148,0.0192,0.0235
18-06-04 03:04:22.0,0.0293,0.0148,0.0192,0.0235
18-06-04 03:14:22.0,0.0293,0.0141,0.0192,0.0235
18-06-04 03:24:22.0,0.0286,0.0141,0.0184,0.0235
18-06-04 03:34:22.0,0.0293,0.0148,0.0192,0.0235
18-06-04 03:44:22.0,0.0286,0.0141,0.0192,0.0235
18-06-04 03:54:22.0,0.0293,0.0141,0.0192,0.0235
18-06-04 04:04:22.0,0.0286,0.0148,0.0192,0.0235
18-06-04 04:14:22.0,0.0293,0.0141,0.0192,0.0235
18-06-04 04:24:22.0,0.0286,0.0141,0.0184,0.0235
18-06-04 04:34:22.0,0.0286,0.0141,0.0192,0.0235
18-06-04 04:44:22.0,0.0286,0.0141,0.0192,0.0235
18-06-04 04:54:22.0,0.0286,0.0141,0.0192,0.0235
18-06-04 05:04:22.0,0.0286,0.0141,0.0192,0.0235
18-06-04 05:14:22.0,0.0286,0.0141,0.0192,0.0235
18-06-04 05:24:22.0,0.0279,0.0141,0.0192,0.0235
18-06-04 05:34:22.0,0.0286,0.0141,0.0184,0.0235
18-06-04 05:44:22.0,0.0286,0.0141,0.0184,0.0228
18-06-04 05:54:22.0,0.0286,0.0141,0.0184,0.0228
18-06-04 06:04:22.0,0.0286,0.0134,0.0192,0.0235
18-06-04 06:14:22.0,0.0286,0.0148,0.0192,0.0243
18-06-04 06:24:22.0,0.0293,0.0141,0.0192,0.0243
18-06-04 06:34:22.0,0.0293,0.0141,0.0199,0.0243
18-06-04 06:44:22.0,0.0301,0.0148,0.0206,0.0250
18-06-04 06:54:22.0,0.0308,0.0163,0.0206,0.0250
18-06-04 07:04:22.0,0.0308,0.0170,0.0214,0.0257
18-06-04 07:14:22.0,0.0308,0.0163,0.0214,0.0257
18-06-04 07:24:22.0,0.0315,0.0170,0.0221,0.0264
18-06-04 07:34:22.0,0.0322,0.0170,0.0221,0.0264
18-06-04 07:44:22.0,0.0315,0.0177,0.0228,0.0272
18-06-04 07:54:22.0,0.0322,0.0177,0.0235,0.0272
18-06-04 08:04:22.0,0.0322,0.0184,0.0243,0.0272
18-06-04 08:14:22.0,0.0330,0.0192,0.0250,0.0279
18-06-04 08:24:22.0,0.0330,0.0206,0.0257,0.0279
18-06-04 08:34:22.0,0.0337,0.0206,0.0264,0.0286
18-06-04 08:44:22.0,0.0337,0.0214,0.0272,0.0286
18-06-04 08:54:22.0,0.0337,0.0228,0.0279,0.0286
18-06-04 09:04:22.0,0.0337,0.0243,0.0286,0.0293
18-06-04 09:14:22.0,0.0344,0.0243,0.0286,0.0293
18-06-04 09:24:22.0,0.0344,0.0243,0.0293,0.0301
18-06-04 09:34:22.0,0.0352,0.0250,0.0301,0.0301
18-06-04 09:44:22.0,0.0352,0.0257,0.0308,0.0308
18-06-04 09:54:22.0,0.0359,0.0264,0.0315,0.0308
18-06-04 10:04:22.0,0.0373,0.0272,0.0322,0.0315
18-06-04 10:14:22.0,0.0373,0.0272,0.0322,0.0315
18-06-04 10:24:22.0,0.0381,0.0279,0.0330,0.0322
18-06-04 10:34:22.0,0.0388,0.0286,0.0337,0.0322
18-06-04 10:44:22.0,0.0395,0.0293,0.0344,0.0330
18-06-04 10:54:22.0,0.0402,0.0301,0.0344,0.0337
18-06-04 11:04:22.0,0.0402,0.0301,0.0352,0.0337
18-06-04 11:14:22.0,0.0410,0.0308,0.0359,0.0344
18-06-04 11:24:22.0,0.0424,0.0315,0.0366,0.0344
18-06-04 11:34:22.0,0.0431,0.0322,0.0366,0.0344
18-06-04 11:44:22.0,0.0439,0.0322,0.0366,0.0352
18-06-04 11:54:22.0,0.0446,0.0322,0.0366,0.0352
18-06-04 12:04:22.0,0.0446,0.0330,0.0366,0.0359
18-06-04 12:14:22.0,0.0446,0.0330,0.0373,0.0352
18-06-04 12:24:22.0,0.0446,0.0330,0.0366,0.0352
18-06-04 12:34:22.0,0.0439,0.0330,0.0366,0.0359
18-06-04 12:44:22.0,0.0439,0.0337,0.0381,0.0366
18-06-04 12:54:22.0,0.0431,0.0337,0.0373,0.0366
18-06-04 13:04:22.0,0.0439,0.0344,0.0373,0.0366
18-06-04 13:14:22.0,0.0431,0.0352,0.0381,0.0373
18-06-04 13:24:22.0,0.0439,0.0352,0.0381,0.0381
18-06-04 13:34:22.0,0.0439,0.0352,0.0373,0.0381
18-06-04 13:44:22.0,0.0446,0.0352,0.0381,0.0388
18-06-04 13:54:22.0,0.0439,0.0352,0.0388,0.0395
18-06-04 14:04:22.0,0.0446,0.0352,0.0381,0.0395
18-06-04 14:14:22.0,0.0453,0.0359,0.0388,0.0395
18-06-04 14:24:22.0,0.0453,0.0352,0.0388,0.0402
18-06-04 14:34:22.0,0.0453,0.0352,0.0381,0.0402
18-06-04 14:44:22.0,0.0453,0.0352,0.0381,0.0410
18-06-04 14:54:22.0,0.0453,0.0352,0.0373,0.0410
18-06-04 15:04:22.0,0.0446,0.0344,0.0373,0.0410
18-06-04 15:14:22.0,0.0446,0.0344,0.0373,0.0410
18-06-04 15:24:22.0,0.0446,0.0344,0.0373,0.0417
18-06-04 15:34:22.0,0.0439,0.0344,0.0366,0.0417
18-06-04 15:44:22.0,0.0439,0.0337,0.0366,0.0410
18-06-04 15:54:22.0,0.0431,0.0344,0.0366,0.0410
18-06-04 16:04:22.0,0.0424,0.0337,0.0359,0.0395
18-06-04 16:14:22.0,0.0424,0.0337,0.0359,0.0395
18-06-04 16:24:22.0,0.0417,0.0337,0.0359,0.0395
18-06-04 16:34:22.0,0.0424,0.0330,0.0344,0.0388
18-06-04 16:44:22.0,0.0417,0.0322,0.0344,0.0388
18-06-04 16:54:22.0,0.0417,0.0315,0.0337,0.0381
18-06-04 17:04:22.0,0.0402,0.0308,0.0337,0.0381
18-06-04 17:14:22.0,0.0395,0.0301,0.0330,0.0373
18-06-04 17:24:22.0,0.0395,0.0301,0.0322,0.0366
18-06-04 17:34:22.0,0.0388,0.0293,0.0322,0.0359
18-06-04 17:44:22.0,0.0381,0.0293,0.0315,0.0352
18-06-04 17:54:22.0,0.0373,0.0293,0.0315,0.0337
18-06-04 18:04:22.0,0.0373,0.0286,0.0301,0.0330
18-06-04 18:14:22.0,0.0366,0.0257,0.0293,0.0330
18-06-04 18:24:22.0,0.0359,0.0257,0.0286,0.0322
18-06-04 18:34:22.0,0.0359,0.0257,0.0279,0.0322
18-06-04 18:44:22.0,0.0366,0.0250,0.0279,0.0315
18-06-04 18:54:22.0,0.0359,0.0250,0.0279,0.0315
18-06-04 19:04:22.0,0.0359,0.0243,0.0272,0.0315
18-06-04 19:14:22.0,0.0359,0.0243,0.0264,0.0308
18-06-04 19:24:22.0,0.0352,0.0243,0.0264,0.0308
18-06-04 19:34:22.0,0.0352,0.0235,0.0257,0.0301
18-06-04 19:44:22.0,0.0344,0.0221,0.0257,0.0293
18-06-04 19:54:22.0,0.0344,0.0221,0.0250,0.0293
18-06-04 20:04:22.0,0.0337,0.0221,0.0250,0.0293
18-06-04 20:14:22.0,0.0337,0.0214,0.0250,0.0293
18-06-04 20:24:22.0,0.0337,0.0214,0.0243,0.0286
18-06-04 20:34:22.0,0.0337,0.0214,0.0250,0.0286
18-06-04 20:44:22.0,0.0330,0.0214,0.0243,0.0286
18-06-04 20:54:22.0,0.0330,0.0206,0.0243,0.0279
18-06-04 21:04:22.0,0.0330,0.0206,0.0243,0.0279
18-06-04 21:14:22.0,0.0330,0.0206,0.0243,0.0279
18-06-04 21:24:22.0,0.0330,0.0206,0.0243,0.0286
18-06-04 21:34:22.0,0.0330,0.0206,0.0243,0.0286
18-06-04 21:44:22.0,0.0330,0.0206,0.0243,0.0286
18-06-04 21:54:22.0,0.0330,0.0206,0.0243,0.0286
18-06-04 22:04:22.0,0.0330,0.0206,0.0243,0.0286
18-06-04 22:14:22.0,0.0330,0.0199,0.0235,0.0279
18-06-04 22:24:22.0,0.0330,0.0199,0.0235,0.0279
18-06-04 22:34:22.0,0.0322,0.0192,0.0235,0.0279
18-06-04 22:44:22.0,0.0322,0.0199,0.0235,0.0279
18-06-04 22:54:22.0,0.0322,0.0199,0.0235,0.0279
18-06-04 23:04:22.0,0.0322,0.0192,0.0228,0.0279
18-06-04 23:14:22.0,0.0322,0.0192,0.0228,0.0272
18-06-04 23:24:22.0,0.0315,0.0184,0.0228,0.0272
18-06-04 23:34:22.0,0.0315,0.0184,0.0228,0.0264
18-06-04 23:44:22.0,0.0315,0.0184,0.0221,0.0264
18-06-04 23:54:22.0,0.0315,0.0177,0.0221,0.0264
18-06-05 00:04:22.0,0.0315,0.0170,0.0221,0.0264
18-06-05 00:14:22.0,0.0308,0.0170,0.0214,0.0264
18-06-05 00:24:22.0,0.0308,0.0170,0.0214,0.0264
18-06-05 00:34:22.0,0.0308,0.0170,0.0206,0.0264
18-06-05 00:44:22.0,0.0308,0.0170,0.0214,0.0264
18-06-05 00:54:22.0,0.0308,0.0170,0.0206,0.0257
18-06-05 01:04:22.0,0.0308,0.0177,0.0206,0.0257
18-06-05 01:14:22.0,0.0308,0.0177,0.0206,0.0257
18-06-05 01:24:22.0,0.0308,0.0177,0.0214,0.0257
18-06-05 01:34:22.0,0.0308,0.0170,0.0206,0.0257
18-06-05 01:44:22.0,0.0308,0.0177,0.0206,0.0257
18-06-05 01:54:22.0,0.0308,0.0170,0.0199,0.0257
18-06-05 02:04:22.0,0.0301,0.0163,0.0199,0.0257
18-06-05 02:14:22.0,0.0301,0.0163,0.0199,0.0250
18-06-05 02:24:22.0,0.0301,0.0163,0.0199,0.0250
18-06-05 02:34:22.0,0.0301,0.0163,0.0199,0.0250
18-06-05 02:44:22.0,0.0301,0.0163,0.0199,0.0250
18-06-05 02:54:22.0,0.0301,0.0163,0.0199,0.0250
18-06-05 03:04:22.0,0.0301,0.0155,0.0199,0.0250
18-06-05 03:14:22.0,0.0301,0.0155,0.0199,0.0250
